Temperature,Pressure,Feed_Flow_Rate,Product_Concentration,Catalyst_Activity,Impurity_Levels,Conversion_Efficiency,Energy_Consumption
175.99342830602245,25.78499457962202,146.6431324027006,3.546780195907541,0.9121514188505248,50.88815767541361,85.40093816290558,98.36287237861497
177.31166184868283,-999.0,152.90147879686953,3.5902896192562554,0.8859300272446958,56.55576351535362,85.91453851913641,99.3399477056611
140.0,27.094079776926225,169.62702966186467,3.727575949047582,0.8956248846066103,59.85045302857927,84.83738608932899,116.55273964655406
-999.0,28.41571094524342,176.9997378489637,3.787627927528096,0.89712393106173,55.73731530730336,84.4930003884796,115.57653359989608
183.19194728839773,28.37729648407292,167.00622280256016,3.800246071963582,0.9017189260849628,61.82238089596532,85.40920055269564,112.52894608096972
184.19098434899232,28.859198440040323,90.0,3.85556998751865,0.9054554390893756,67.51590290686977,85.537249670886,109.97068002012077
188.1584256310148,15.0,180.7126140975207,3.92848336644374,0.8769493739105189,68.66666915175874,84.90801046202236,131.13610515246876
186.1941277211965,29.151875366919445,90.0,4.052285322315475,0.9097951695848432,61.344224744814525,87.20913089674168,112.85066927700944
182.72130526597448,15.0,175.0327756212156,-999.0,0.8971719016936741,64.59767876621554,85.62766965136063,40.0
183.1561878990374,27.84055835947541,90.0,3.659134811509926,0.9262498846349692,65.72086274446808,86.81365326243755,118.89418988401135
179.0731646143751,26.507776911480523,161.29633919127963,3.596765085452424,0.921366931317885,52.152341850197,88.24111730315285,107.36109768569207
176.6567309438847,26.24165783077009,158.12032575251396,3.559333983754353,0.9320287898997835,43.61264195396642,85.76313205626366,107.1399640986234
175.48392454313208,24.77242255851284,151.26096075349045,3.5051077938752044,0.8873122489399535,59.10953392766367,85.99673426871671,102.97577142717913
168.5852490596592,15.0,139.2370658712097,3.4396185180683454,0.9323187103321244,45.77836337325481,87.46012191860429,96.2582627013474
166.55016433497394,22.31843429774941,139.07545471607853,1.5,0.90897256685137,38.4858777470927,86.63350294148735,91.61169539675755
166.80435712965257,21.684932349754035,138.51088395108465,3.357969274213644,0.9214002967789244,36.37058900221941,86.3458982916697,84.9709896553625
140.0,21.438871434225224,126.67869871117225,3.17446792485323,0.4,36.72799523457956,89.09294055939874,79.33451655309085
165.96923640229986,20.89717055514496,126.61470058647797,3.084629970715145,0.9177879115192432,41.02770671492875,87.82698915014987,91.39723365500598
163.18395184895758,15.0,126.03354458005428,3.16989003025795,0.8873471062021616,26.540289964183064,84.36181034872872,84.77044794086085
162.51613433443873,20.676640164530184,124.42853159059696,3.2482507810349954,0.9287177193589806,32.091340829271665,88.2679389263389,75.4978693340211
169.2710434999987,21.822897437509585,131.7338710938608,3.1795754496243145,0.9171539234113782,46.74235953598955,88.0575500471729,86.47562062595969
-999.0,22.34448165235116,128.9220023140614,1.5,0.8811626040576283,43.28797148487747,87.38233343382537,86.9290107635028
170.13505640937584,23.29920803434417,144.16322759347966,3.237478955254275,0.9014543598621392,46.26132153152341,87.00767764528813,91.31165744760465
169.56231317654786,23.97248623763419,146.6605516805982,3.313961879355454,0.8873696817308161,46.728703418204894,87.69575759131048,102.80995023917436
140.0,26.046053788487285,153.13447182131583,3.4911996706453934,0.8836101833754271,52.95985708836911,86.57693278156967,40.0
181.7191930427851,27.106015598749885,172.7788393766746,3.624584507474144,-999.0,53.604166177370736,86.53902250071532,110.09472365294997
181.60717025749557,26.756540465519407,171.15882213098828,3.757467722256756,0.8835518414453087,55.50975726498935,85.63853390204602,116.65163703253916
186.73162126089696,29.9837331982642,171.88124676816872,3.85146812047856,0.4,66.9647954041775,84.21322699520823,112.59211551315214
186.3681340703469,15.0,184.99172254424724,-999.0,0.9537072653480164,61.64353797764316,84.59516040964407,118.70942191481808
187.98502817564423,30.002390764472825,184.43981807914716,3.715670972139124,0.4,67.56818998374884,86.17978967970882,130.39067151772912
187.70574418788132,29.755692635644102,173.95851630351012,3.913473706983085,0.9282979137085832,67.10880427462769,86.401969486101,121.00075936690584
140.0,29.798276764812,179.33815889568774,1.5,0.9381416380364936,79.25243692149772,85.47427806018204,120.14484859602962
187.54241700070867,29.177285627896044,180.864436605399,1.5,0.93162914588363,64.12660578057698,84.8317289626413,121.98199134564771
183.8648033662938,28.14669968213422,164.6981509661307,3.682125805454674,0.919635739612651,67.34304078033409,84.62232191808543,115.1622338797626
185.5542472365465,28.762542694839244,90.0,3.788975416626978,0.4,63.81090387065453,85.27329836972461,121.11208683288244
179.05566056342332,25.97101664237428,165.07868781576963,3.5300477713310494,0.9283937992912934,54.02706101973691,86.78225187381001,40.0
179.32688460234965,25.733306306882437,151.90085541280118,3.237529173551976,0.9136463734983352,45.94076034643373,88.15774025532582,103.57052330162573
172.40162671355537,15.0,152.7010631284171,3.3986363443429752,0.9325348014274324,45.84505983926595,86.42997907468641,104.9453138863254
171.25278531454327,24.116840349095128,145.35563402030547,3.2637406856847573,-999.0,47.61982951506934,86.61388842648061,98.58076726002884
172.2318120722129,22.49581662018413,134.18417476559154,3.3599531214847103,0.9167196197955524,35.41800504715687,87.430773663373,90.17261635259584
171.72583653448655,22.775473821072705,140.76548246438347,3.1487532337010564,0.9577613566478572,43.8784664611371,86.67672597891405,83.62653065499697
169.5926357118294,21.93487346455149,90.0,3.0406393605728144,0.911013591398726,44.34874866919159,86.7484760410658,94.1673255055824
168.67786084756366,21.685473575745743,131.36962939041848,3.0435907880038218,0.9215008821962836,37.31622049740303,87.35232301255566,89.45740763726089
168.64769175827087,22.20151958113616,90.0,3.059774724007748,0.930221368766862,41.73032584742397,87.72107954151532,77.6471224263923
167.2918593937609,22.5608541909598,139.79899941804604,3.3658369471452763,0.9319994309900168,38.184202797727416,86.75876258062684,82.47521380633906
170.39840118368525,22.79011539895963,139.13732957945757,3.260065889902424,0.928453631619828,43.48229470867149,-999.0,81.79071310090191
172.98787987042056,23.924016872524053,135.66377382207952,3.129460089587159,0.8980807613125983,51.45909608804782,86.2847396308322,85.76179115781791
178.43521141375277,25.332751850533715,153.7825214841169,3.311849274019879,0.9268209590649116,41.35679022869007,84.39836582534053,106.23250369876872
180.56187614004605,26.620042829599207,155.6829825181257,3.4420728993182546,0.9289275294830666,48.952098330065645,70.0,104.37106661209695
178.93674970120887,26.072431730328333,164.27053997729328,3.4793401107115107,0.9473603333606988,60.80722721530811,87.1428771982928,104.09087034357586
185.5228074996987,28.64115866677263,179.53863196157562,1.5,0.9398354397618548,67.43426143043052,87.56967664997798,119.95170276442846
186.175542811942,29.20347394720986,176.75705628143794,3.801409206171304,0.9496565879459375,55.616464255055824,86.8616586724371,122.21724410877488
187.1810495981416,29.708431121163333,181.40858889579857,3.7307938118557793,0.905963320858966,72.5595515500138,82.88376136706583,127.7161905443521
190.75725040148157,29.752129688830887,186.4457611563629,3.950322476504483,0.9065943314141056,54.67444110649284,86.66908263300911,127.88000363502005
191.936638605901,15.0,187.2759488411884,3.83150796272054,0.9335632918338383,71.5935216204876,86.95497400045453,129.12886227244005
191.3964580620322,30.32977864899948,179.30143594215602,3.771626356016805,0.9501441323110288,68.9487134446435,84.76020678672889,119.60587221452296
186.85645855230825,28.416823385240704,181.09842163875732,3.5728296568733438,0.9239634294853288,60.92017482692845,85.24541459697174,121.29991159651613
186.32728262107216,29.476032080255216,177.60771129111106,1.5,0.9136505399490455,59.37423322825955,70.0,118.10384121941073
185.53716642371623,28.100196907616848,173.60941360496236,3.674035924546133,0.8969104030823924,57.09241939670693,85.49703025169217,103.2580313653482
184.41392026617905,27.541287976867896,167.66586495396436,3.4905057535265,0.936682928809788,56.27164320465803,85.30781980162078,112.62096461519286
178.91629108521855,25.49365788680479,172.68648526570553,3.37186285590856,0.927645829876502,61.88557713962912,85.32840958204237,97.95799756105468
176.91513115655627,24.200851251047386,147.399504141319,3.5114031923050684,0.9217060950002468,52.48214803868401,88.75511977475553,101.45656144871252
172.66196961289705,23.229280869466702,152.14973722280803,3.1670132393225097,0.4,51.00026018085641,70.0,92.33523537931428
170.4111585008823,22.77652212124484,147.98848862131985,3.1555251840864043,0.9296083627474364,39.021380388213736,86.24614742541696,88.39226140688358
140.0,23.171452922003272,140.5625638968249,3.145622342153722,0.9318402842386836,41.40801389042969,87.85427812503619,85.86910115060536
172.92786135516008,22.73351827837992,132.34955649022615,3.1828900428249685,0.9502974104480733,33.94395395316687,86.51557248254548,82.72902740276729
169.73061931774845,22.118387761295345,143.07261927315636,3.0311167416375038,0.9765911256913176,35.97034077914242,88.2400138396737,84.83980539520707
172.2224470938025,22.34302646846636,124.64121914089054,2.9713858240129523,0.9243627058896982,36.18672212274959,86.96296082810515,88.52039434331031
171.93765757315998,22.902506879810517,134.6823105411181,3.086991707039415,0.9162017626448798,-999.0,85.9757166576296,81.32702910265442
171.5133322398334,15.0,147.9300205782686,3.2718152588228917,0.9144190256984692,37.64858108325047,86.81604855675481,90.8307585996777
175.59743077192596,24.47078276522937,145.39872110470566,3.3570200863258264,-999.0,41.1116454501874,86.95016909579626,104.93834838306636
180.36252224281583,25.958539192109274,161.2611256182561,3.179504245634809,0.4,52.07207999067016,86.66526290602147,98.99076785317112
177.09776661736788,25.565463412751573,146.77981366778357,3.490571251382788,0.928150829450044,50.77855319838654,87.8042588682852,100.327591263089
182.886896458241,26.34234173667812,155.24880404899858,3.4071689225914765,0.9303793661832274,53.02622311135696,88.12050952306026,111.79236980157978
176.9299284874083,25.86255432179072,164.18064654054072,3.8191773377424094,0.9676816141107292,51.728998312160094,86.99068638735567,119.72705770425948
185.8842915162037,28.817411655570435,174.1035033085219,3.7870037710083175,0.9608784670499408,59.00611941648911,84.1557776340645,125.09672319398412
186.00376686990853,28.926236545195223,90.0,3.730911375616827,0.906753539740565,68.23246483135384,86.39322365790943,40.0
186.23066225754675,29.39680743694857,176.03498678559018,4.0241257530929495,0.9696498471438222,67.35948482753875,85.87343106605395,122.44878484587244
187.3529402486588,30.30770164827848,186.4408195466682,3.910026851032917,0.9140947800500132,62.39783922250896,83.83130195436055,122.42785524960706
182.85353912927667,28.864479367672818,186.05420792534804,3.927001675417196,0.4,5.0,86.71811155818659,126.2623515572788
185.3903289577572,29.4384615916164,173.9175736572488,3.8112531695988174,0.9226525372346818,58.11600673059949,86.14563565199941,118.0454009603635
184.95471165047675,28.45139847682849,163.46766788419097,1.5,0.9320384525867558,60.07938703294362,85.01633107584763,123.25671389181092
185.1252067850708,27.620335407896626,156.0514182452387,1.5,0.9206563731771276,60.67462938034207,84.51360288652977,101.62380625798296
178.7210687100657,26.231820642235697,162.0057640926404,3.518132891347744,0.9742338682860744,50.05127282505431,87.95133163067125,109.91977030050543
175.5524314898014,24.707012280725397,157.61861550226956,-999.0,0.9383792182353268,61.21003826939652,86.86155149753621,105.54245391557522
140.0,24.975954109284565,148.1833501915053,3.3355939824270022,0.9461494691071078,49.81683352696824,85.7408523094583,83.74796210633525
174.00022293099192,24.1941420140908,141.4842968557718,3.2074118724356744,0.9206475114488032,44.33648847354764,-999.0,84.62692346343049
170.75585310304166,22.996115196174056,132.63845478804149,3.176013574880188,0.9142459079237524,41.22947658863186,85.9336709425523,93.91058984673468
167.4496442502093,22.374751533211715,135.96310126613383,3.2849972092099344,0.9341172790936396,30.604799923571697,87.26268139248945,87.35628080660074
168.5366952989238,20.764361089569693,138.58161862844344,3.194841628754725,0.9538811138128528,31.111205318776243,87.17527894110142,88.78859280204496
167.36357379428387,21.765685624152784,118.2544490044978,1.5,0.941473381166246,42.79350219330281,84.23132252333508,88.22950689020593
169.44745041376288,21.301217427646936,129.8031857900103,3.1952960307924707,0.9638424809332212,45.73721581467325,87.02356170024423,81.79668406222164
