,weight [lb],fluffiness [inches],happiness [unitless]
0,10.06934819196851,8.895575572586012,99.50260840643568
1,17.128903291463338,10.596862450388455,99.49651897590122
2,14.505153012912606,9.377793112510508,99.49756950775252
3,27.247931809928453,9.637841657710414,99.47883287974872
4,28.57819470820681,8.571649993816125,99.48764091403349
5,16.078961627131246,9.421970824577055,99.48311548789063
6,21.840036757459835,10.114145461130821,99.49550998939752
7,15.47828828159436,10.101350728678796,99.49507383659605
8,23.90874050378284,9.164166284286289,99.49553841887591
9,14.90975981345665,9.081120439532995,99.48549909618761
10,15.945413215355668,9.303534952116786,99.51297755091998
11,28.983798886929016,9.273973618938793,99.49037336426817
12,13.329013566880011,8.71116283251051,99.51033150684006
13,3.9399515047704803,8.895891494168996,99.49431107571205
14,8.740410067975539,8.72000615336257,99.4995055889837
15,18.849657558918675,8.75284144726062,99.49429437183815
16,19.137243705947874,9.501315545642397,99.50727735029386
17,24.411707890185124,10.119122388446735,99.50347169882414
18,23.05298487056846,10.289181408326494,99.4824389094857
19,18.62851339665596,8.722401063763185,99.5061174138744
20,11.885714114999608,9.79696740630521,99.50022560671033
21,16.030924399324693,10.37341420174976,99.50975546935938
22,15.004526030496459,10.019994194201075,99.47590921143069
23,23.205299220200537,9.04646617833496,99.49396854099454
24,13.522134854468753,9.259672964202577,99.50890563698043
25,18.182429413619165,8.943074874290472,99.51324204986676
26,16.7841031393785,9.604184306856338,99.49276654561383
27,22.88024862457605,9.761858277354612,99.49018804830429
28,18.25400759172701,8.890105546018427,99.50776945679765
29,15.1598610470032,9.295916664237838,99.4916137488738
30,19.74747097164272,8.17685682387254,99.50618175988119
31,16.616199864874364,8.582987939449723,99.50893060189671
32,29.89164355571694,9.155624746956944,99.49901247308232
33,18.349020375075174,9.463827793403658,99.4832434040698
34,9.638111343983873,9.33530038192141,99.50478914149377
35,27.71950413868206,8.96448578075926,99.50423436861111
36,10.622182543003198,9.058158488841968,99.51110476169306
37,16.72348545711592,8.932879535252376,99.51099502464587
38,18.67710891511466,8.6697808913958,99.48143589300372
39,19.679593020216654,9.048599561576758,99.48521072718331
40,10.682235652411208,9.390330343080949,99.5097527457489
41,23.502015596212555,9.287274202265978,99.48943882241844
42,17.024077315552308,9.343437241763413,99.49453688393156
43,18.35806997963337,8.634882915434215,99.48358761898226
44,26.326571365127364,9.416685595811687,99.51370626865842
45,21.05923216939698,9.000997983401028,99.48898787567629
46,18.994771991201162,8.831447352345549,99.49710802648252
47,12.366375612685363,9.793993691002495,99.50216421219926
48,20.80934749101306,9.597727719689578,99.49705717556836
49,21.963323646394596,9.261876148595285,99.5128430364031
50,17.474044968596942,8.704470816413718,99.49061710739949
51,13.700787544502994,10.407543269599442,99.4959330257187
52,19.00571874225931,8.682088148898453,99.47213123741491
53,16.188385028808046,9.882664903420402,99.51054904686573
54,14.824612747755747,9.20403753077957,99.487533869226
55,16.932388277217424,9.634224211764693,99.50098702494701
56,22.89291705869791,9.671795213698081,99.51663952322366
57,24.892719683096455,8.697268739836396,99.4912819976861
58,24.20572247707096,9.553020747206611,99.48507429311181
59,18.380162758314174,8.548855709965478,99.49771012523982
60,13.042441568714004,9.059067138306373,99.4861904621641
61,20.698944534596556,9.11085204153463,99.4897229910709
62,19.669359481068806,10.300182552711448,99.48759428160211
63,16.902793714604925,10.05336893930246,99.49878852212974
64,14.730831906931748,9.112110668677797,99.49007667995998
65,20.526442535550874,10.605427860600155,99.50034772175792
66,18.982651025386843,10.47327399258287,99.4901156953859
67,16.13567561684336,9.447817235688765,99.49215964891783
68,22.24550038607406,9.092599170818207,99.5042141043942
69,21.842632553436005,9.08022224788762,99.50364181988046
70,22.643437026741147,10.184947470649874,99.51117444800886
71,16.136217049530924,9.737932132731876,99.5031311617618
72,8.07396378371325,9.69090038593431,99.50568226952252
73,13.074756219379186,9.617426535372307,99.50115100588707
74,17.990416874678775,9.854422314705873,99.5067254360489
75,17.466398761151147,8.934265279775675,99.49507965978346
76,16.317645402719904,8.459337018163149,99.49376778602264
77,11.379349639086971,8.688891735754558,99.50451273655482
78,20.841114136479806,10.020478107559795,99.49850136455137
79,24.87159913266418,10.233288509375022,99.4959552339733
80,3.0931354740677257,9.003452444080812,99.50690314459813
81,20.55980247307641,10.290853336395493,99.50509476571277
82,19.28778692269909,8.961934097233602,99.48736236482355
83,23.320859571308887,9.504844325815993,99.52092374643566
84,14.970510445466113,9.0733949740668,99.49045412385686
85,13.421048972935722,9.996380133491561,99.50604262311094
86,15.649149638919537,8.999733595278544,99.49469267470943
87,11.621398499462117,9.447790311397233,99.48935582805937
88,22.940514379486835,10.153128000087829,99.4828855065869
89,15.885738275704597,9.525355096133513,99.51107354698239
90,16.06461602726425,9.610890200884752,99.49596536858331
91,15.756040001662525,10.556626861095769,99.49254783028351
92,14.051062576232283,9.97220512185824,99.48448758284717
93,26.273133778967328,9.89814278576088,99.50712695907144
94,13.12241919078182,9.192335428400908,99.50399069059195
95,17.579757763465008,9.681400164167206,99.51894159863741
96,18.12174343351581,9.575269181482025,99.50419841190015
97,16.49924691078566,9.213294854232034,99.48652002846207
98,18.929306403529843,9.217676658403064,99.49564120493507
99,20.049419914589443,10.483917407195111,99.5121209733287
100,15.7467995145267,9.886635124620573,99.4923196931605
101,19.854716281639647,9.52171207255702,99.50891004306996
102,16.09939622600869,9.608802918745585,99.51357364908942
103,17.811556722632776,10.073252528030475,99.5084764621236
104,20.3201970526053,9.662413409696136,99.51180967806452
105,11.964969547508002,9.84515097047916,99.48889823389452
106,22.192727446112087,9.737949915895392,99.49456625881923
107,27.265755282286396,9.578326379263842,99.50212194808203
108,13.853869654165587,9.319211422651925,99.51421956899463
109,15.275061914337737,9.112352394692271,99.48585972641764
110,25.41965388696203,10.031040693404734,99.50596387054289
111,13.59170429241203,9.759346745634828,99.49867988035152
112,15.311803716544905,9.38914871589776,99.50106044139937
113,22.60399020143659,9.263879585057435,99.49610182573507
114,21.77798844967658,9.174770972425382,99.5069437640399
115,17.557948782769838,9.87306073230854,99.5002126210369
116,17.782388892852623,9.619770212707142,99.50778784414284
117,21.925277196234177,10.30617729722324,99.47291546417746
118,15.055893474227002,10.121045168593255,99.51580666708222
119,21.170690558739967,9.668718393470366,99.49019034760627
120,20.55663292840653,10.828131914851259,99.4942466908845
121,16.556206979197853,9.67889090322124,99.52193159380644
122,16.557404153096748,9.467592875852526,99.4923315198117
123,16.415941416339678,9.708717530306807,99.49981002210826
124,19.29096983596957,8.415562953066392,99.51007910011205
125,17.907434455948717,8.78851191846584,99.50471647255802
126,23.306938328900998,9.824243597999285,99.50135232491938
127,15.097830240846436,9.223767805207231,99.5038018507373
128,23.382264664021154,9.81319757531405,99.50842950020925
129,22.601974136882493,9.089902454728778,99.51190707840702
130,23.575918621157633,9.344089607984362,99.4949320820466
131,16.537622543293423,9.560868965299731,99.48545096165937
132,22.8289411376958,9.581348511492386,99.48989428032372
133,19.049848663866538,9.691861010017808,99.4970854426042
134,20.58693847533165,9.406266457153645,99.48553651151663
135,19.10567418481535,9.1633219821073,99.50242318631298
136,18.10618816256841,9.41958130335703,99.48573281826495
137,21.027966024007657,9.524245492387111,99.50948997944445
138,14.754653627628436,9.914156607211067,99.50485832777707
139,18.767476924963233,10.283876235696424,99.49542744530078
140,18.112196196644405,9.139640841261675,99.48530477848654
141,18.020554741217353,10.031758835362425,99.51420516220901
142,25.582066366149522,10.229567027946887,99.5035630887748
